tweet_id,user_id,username,post,date_created,lat1,long1,lat2,long2,lang
1754758821686206586,703797402,bluejosem,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:47:59.000Z,,,,,en
1754758690316370168,1534908143116816385,JUNKERSFINEST,I’m resting BUT I GOT KIDS TO TAKE CARE OF [ hard cough ] https://t.co/BFW7M4rk7E https://t.co/K5jfSAyK3C,2024-02-06T06:47:28.000Z,,,,,en
1754758676202881082,1682849081851273217,Naushad11Md,RT @durgeshjhaTOI: pain cough and cold medicines under scanner in the eyes of drug regulator know why full reasons: सर्दी-खांसी और दर्द वा…,2024-02-06T06:47:24.000Z,,,,,und
1754758594136830135,1733621631782699008,justlookinabit,@taylore_armani *cough cough*,2024-02-06T06:47:05.000Z,,,,,en
1754758534888075452,1621185682503868420,mintreii,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:46:51.000Z,,,,,en
1754758530903454088,316842049,awsomehog1,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:46:50.000Z,,,,,en
1754758525388251430,1436284936734920705,sussysosig,RT @SenLewd: *cough cough* y-yuh #oc https://t.co/y5Kj6GSO0Y,2024-02-06T06:46:48.000Z,,,,,en
1754758449479704585,1539169172273344513,akunmisuhbw,RT @sgope985: L D R ehmmmm... cough cough #ไบร์ทวิน https://t.co/XgWX6ThBoW,2024-02-06T06:46:30.000Z,,,,,en
1754758446019403937,2473321435,PinkPinkpetunia,"RT @AugustaLees: When I got Whooping Cough a few years later (yes I was vaccinated) I wasn't interviewed by Public Health this time, but st…",2024-02-06T06:46:30.000Z,,,,,en
1754758422464200766,278105301,rondelosangeles,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:46:24.000Z,,,,,en
1754758395213873560,345488653,AllieZweihander,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:46:17.000Z,,,,,en
1754758371587039548,1283900598,karamballes,"RT @gorskon: A year ago, I noticed that #COVID19 quacks were touting the “repurposing” of #ivermectin to treat #cancer. Now, familiar antiv…",2024-02-06T06:46:12.000Z,,,,,en
1754758357481668910,1129791205213126657,LewdNRudeRat,RT @Rubenafterhours: Part 2 of a special vore sequence gift for @meltingfoxy. It seems Gabby doesn't intend to cough up Angel Dust out an…,2024-02-06T06:46:08.000Z,,,,,en
1754758318609068382,40308046,djt10,"@DrSusanOliver1 1/3 I lived through it so I'm in a position to tell it straight. When I was a kid, early 50s, we all had measles, mumps, chickenpox &amp; some had whooping cough. We were healthy. Side effects-virtually unknown. It ran its course. SANITATION, CLEAN WATER, WASTE DISPOSAL IMPROVEMENTS.",2024-02-06T06:45:59.000Z,,,,,en
1754758317296189710,996201997522034688,jkthvv_,RT @SwishSwoosh7: Sheesh this is bringing back a lot of memories from their interview not both of them wearing a ribbon scarf cough cough i…,2024-02-06T06:45:59.000Z,,,,,en
1754758308295213161,711760139754164224,ydgtpjudith,@solongllondon cough it up,2024-02-06T06:45:57.000Z,,,,,en
1754758289542230466,381871202,trech00,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:45:52.000Z,,,,,en
1754758202237809149,1269783003615703052,tastyyongf,mc *cough cough* ME deserves it,2024-02-06T06:45:31.000Z,,,,,en
1754758161033306213,2464485792,nanamisbutthole,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:45:22.000Z,,,,,en
1754758157232931183,1640461543761387522,vmw410_,Cough cough https://t.co/6vleVPKzba,2024-02-06T06:45:21.000Z,,,,,en
1754758089763393650,1038635353182269440,SIGSYS,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:45:05.000Z,,,,,en
1754758077549847023,1565204689469071362,niya_bts_07,RT @permylastemail7: Cough cough. Your dark mode users take note.,2024-02-06T06:45:02.000Z,,,,,en
1754758056200528180,41450571,xerosensi,"""did anything bad happen to u today? what?"" - thankfully no, still getting over this cough though #tellonym https://t.co/DAaJeA9fem",2024-02-06T06:44:57.000Z,,,,,en
1754758023090958650,1665729081474969600,r4vnnnn_,RT @giohalliwell: Put the songs on Spotify or you’ll start to cough in 3 days,2024-02-06T06:44:49.000Z,,,,,en
1754757918824771703,1449750670572023809,lookatthesta,RT @sgope985: L D R ehmmmm... cough cough #ไบร์ทวิน https://t.co/XgWX6ThBoW,2024-02-06T06:44:24.000Z,,,,,en
1754757885249441887,1506675915744440323,tokyo_ozzy,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:44:16.000Z,,,,,en
1754757829632708941,214609796,CooperTrooper74,"@trishgreenhalgh Yesterday, I sat at my desk at work (GP) and all I could hear was coughing. Cough, cough, cough. The PM, deputy, the pharmacy team, the clinical coders, the med secs. Everyone is so unwell. Weeks and weeks and weeks of illness.",2024-02-06T06:44:03.000Z,,,,,en
1754757824490475930,4854862072,IzuchukwuLee,"@renoomokri Obi is still the legend that make wave even wen he cough, no matter the narrative the love for him will increase by more Good people check dis out https://t.co/nN8z0UnB70",2024-02-06T06:44:01.000Z,4.1974055,2.6654364,13.8881151,14.6777951,en
1754757790197813344,1264476629184765954,Patrik_FCB1900,@calcioplace *Cough Cough* a certain covid mask guy 🥱,2024-02-06T06:43:53.000Z,,,,,en
1754757774549168448,851169456583622657,playn4keepss,"I’ve had a cough for two weeks and it won’t go away, I don’t get sick or anything just can’t stop coughing and at this point it’s not letting me sleep at night 🥲",2024-02-06T06:43:49.000Z,,,,,en
1754757681737597400,1064628859142688768,SwiftcastGlare,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:43:27.000Z,,,,,en
1754757660392767818,1173268581628276737,RistinaRiska,RT @sgope985: L D R ehmmmm... cough cough #ไบร์ทวิน https://t.co/XgWX6ThBoW,2024-02-06T06:43:22.000Z,,,,,en
1754757555639787736,1297331987099910147,babynose6,@Modern_Hussar @taihaai @iamAtheistGirl And atheists did the same thing to believers? Cough cough ussr and china https://t.co/QPD2BrXveQ,2024-02-06T06:42:57.000Z,,,,,en
1754757552976392210,20611982,bollyweed,"RT @drstaceybutters: @KashPrime I had it age 5-6 yrs unvaxxed ; severe high fevers, severe photophobia, cough, saw ‘pixies’ on the ceiling,…",2024-02-06T06:42:57.000Z,,,,,en
1754757533041058110,917556601921273859,Dom0chi,"RT @RabbettSie: Akira enjoys watching Goro I MEAN cough playing volleyball. yeah, playing volleyball #shuake https://t.co/3Bmkylv9MF",2024-02-06T06:42:52.000Z,,,,,en
1754757522093736092,2956263542,KhalylLopez,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:42:49.000Z,,,,,en
1754757517844881468,1359176100635676678,CowHorace,"@MatthewStadlen Cough, Labour started the NHS sell off, cough",2024-02-06T06:42:48.000Z,,,,,en
1754757474870272278,984304196966014976,2wicecoaster,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:42:38.000Z,,,,,en
1754757431782183038,1618078401642008580,JoseSky_Artista,@alx Cuz his base is losing handouts &lt;cough&gt; i mean money to migrants.,2024-02-06T06:42:28.000Z,,,,,en
1754757407832482253,1579633345746583552,AKAELYSIUM,// and that he likes lemon cakes cough cough,2024-02-06T06:42:22.000Z,,,,,en
1754757386521170407,1119066047506722817,sknners,joe alwyn you will begin to cough in 3 days,2024-02-06T06:42:17.000Z,,,,,en
1754757376899489997,1279111172927696896,ADrugReference,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:42:15.000Z,,,,,en
1754757351536537810,1577523181958664192,Wetgran,@ShitpostRock Sounds familiar (cough Disney cough),2024-02-06T06:42:09.000Z,,,,,en
1754757217499103374,46648447,ruxide,"Pretty sure I have whooping cough, or as it should be known “cough until you throw up any time you eat a meal cough”. I’ve not noticed any whooping.",2024-02-06T06:41:37.000Z,,,,,en
1754757211094749536,837647093082828800,samajalive,"ପୂର୍ବରୁ ବ୍ୟବହୃତ ହେଉଥିବା ଔଷଧର ଚାଲିଛି ଯାଞ୍ଚ, ୩୦ବର୍ଷ ହେଲାଣି ଥଣ୍ଡା, କାଶ ଯନ୍ତ୍ରଣାରୁ ମୁକ୍ତି ପାଇଁ ଲୋକେ ଖାଉଛନ୍ତି https://t.co/A2MdqHDpCF",2024-02-06T06:41:35.000Z,,,,,or
1754757159265394965,1307728115364368384,forevermorets13,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:41:23.000Z,,,,,en
1754757126399136001,1384401747112726536,InSanguineWrit,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:41:15.000Z,,,,,en
1754757048116613121,1331707869842927617,childesleftear,RT @giohalliwell: Put the songs on Spotify or you’ll start to cough in 3 days,2024-02-06T06:40:56.000Z,,,,,en
1754757036200620265,369251394,baabio,"RT @KamathGurudutt: Chyawanprash is an excellent protection against cough/cold. My friend took it for a few months, her frequent colds/cou…",2024-02-06T06:40:53.000Z,,,,,en
1754757025731399980,1565044735772966912,lookaLake,"RT @he11uva_m00n: full disclosure, unless there is a screen recording of scrolling through discord dms and clicking on the person's profile…",2024-02-06T06:40:51.000Z,,,,,en
1754756966793011214,274608707,aviosAdventurer,"Should be at Heathrow right now to fly to Amsterdam. But alas, I have the dreaded man flu 🤒 Shivers, body aches, terrible cough See you on the other side 🫡",2024-02-06T06:40:37.000Z,,,,,en
1754756962934538555,183085737,gomer2323,"@deepstatedude I mean, im glad the cough is gone. Im not watching the Exorcist",2024-02-06T06:40:36.000Z,,,,,en
1754756893547892969,2218830133,thisisnefertiti,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:40:19.000Z,,,,,en
1754756844986253716,788008268845158400,thegoldenbliss,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:40:08.000Z,,,,,en
1754756838728642807,2719193024,thatramenbucket,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:40:06.000Z,,,,,en
1754756824681578723,1558481023184375810,unicorn_drawer,RT @pinkliluvz: cough cough achoo https://t.co/CnFCgEhlrk,2024-02-06T06:40:03.000Z,,,,,en
1754756747888132499,105966942,sdurso5,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:39:45.000Z,,,,,en
1754756702283440268,919179912115904514,Momoniz_,RT @giohalliwell: Put the songs on Spotify or you’ll start to cough in 3 days,2024-02-06T06:39:34.000Z,,,,,en
1754756701461368861,3505281316,TotalFuckGay,"Back to work...pay no attention to this...it's, uh, just like the flu...your boss will continue chilling in his mansion as you and your friends bust your ass and cough on each other in the name of 'the free market.' God Bless America. https://t.co/qgM6C1NTyS",2024-02-06T06:39:34.000Z,,,,,en
1754756667101565326,1173712371963052033,kkluvsbagels,this app makes me extremely mad (cough cough some specific people). https://t.co/zh73ifgviH,2024-02-06T06:39:25.000Z,,,,,en
1754756662617940308,1033424965301948419,william_iconic,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:39:24.000Z,,,,,en
1754756595399958668,264009705,AynRandTaughtMe,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:39:08.000Z,,,,,en
1754756581676187690,1386181657070379012,XtraChrisVA,"RT @RabbettSie: Akira enjoys watching Goro I MEAN cough playing volleyball. yeah, playing volleyball #shuake https://t.co/3Bmkylv9MF",2024-02-06T06:39:05.000Z,,,,,en
1754756542736240819,2438101857,FloatyPi,RT @rustbeltenjoyer: It rocks how 120yrs ago a bunch of lounge suit wearing nerds at the Pennsylvanian Railroad hyped up on cocaine cough s…,2024-02-06T06:38:56.000Z,,,,,en
1754756499056759264,814927608156745728,BlackSaiyan97,@jvzxnwvttz Brother I'm a mishima main too. Cough devil jin Cough,2024-02-06T06:38:45.000Z,,,,,en
1754756491184390388,1306464418285248513,M7HVmmDMbc3HOJp,"RT @DailyMirror: Almost 1,000 cases of the '100-day cough' in the first four weeks of 2024 https://t.co/RybfZ7T8Yd https://t.co/Lv93YmoPMj",2024-02-06T06:38:43.000Z,,,,,en
1754756488671670758,1332595709804224513,dodoandme_,@ilovemephone @dashcheese @chryscontrare Cough fetish account commented on my video once,2024-02-06T06:38:43.000Z,,,,,en
1754756487426039813,25310156,killy8182,I’ve had this dry cough for a while and it’s pissing me off because it just won’t shift 😔,2024-02-06T06:38:43.000Z,,,,,en
1754756458485273051,1591940133149868033,edcasta_13,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:38:36.000Z,,,,,en
1754756457453777271,1120650051699625984,NongNongCute,RT @sgope985: L D R ehmmmm... cough cough #ไบร์ทวิน https://t.co/XgWX6ThBoW,2024-02-06T06:38:35.000Z,,,,,en
1754756437849374942,1414594112,BrokeSpice,"RT @TamaraINassar: ... They did not turn on any lights, day or night. She gave her children cough medicine to put them to sleep. And they s…",2024-02-06T06:38:31.000Z,,,,,en
1754756421839950243,150455197,gglex6275,RT @sgope985: L D R ehmmmm... cough cough #ไบร์ทวิน https://t.co/XgWX6ThBoW,2024-02-06T06:38:27.000Z,,,,,en
1754756415812722907,1441316519791628293,DorkyDelinquent,". . . . . . ( grinning !!! an awkward one . not because of noelle but - uh , because its her own fault this situation is happening .... ) gh--- and yeah you /are/ my uh ... girl . g gffrienjd - ... sssso uh . yeha... duh . . . yoyer herre cuz yeahj firende.... ( COUGH ) https://t.co/fq1w3D5rTV",2024-02-06T06:38:25.000Z,,,,,en
1754756402005061709,728989265032450048,pretty_cringe,RT @erar97: King Charles you will start to cough in 7 days,2024-02-06T06:38:22.000Z,,,,,en
1754756363589144730,976234473523163136,NukeZoned_,@DeadinsideS23 *cough cough* fold5,2024-02-06T06:38:13.000Z,,,,,en
1754756314993926390,1137319663342411776,samanuii,RT @mochanically: cough https://t.co/Ps9P9dBkua,2024-02-06T06:38:01.000Z,,,,,en
1754756237877555648,1049338352355500032,midorichanh,RT @FadeHubb: Lil Baby really tried to cover it up with a cough💀 https://t.co/gSBUCIVz0r,2024-02-06T06:37:43.000Z,,,,,en
1753807723219525838,56970751,MFT_NAC,"Have you had that cough for more than three weeks? Although it's unlikely to be cancer, it's important to speak to a GP so they can investigate. Finding cancer early means it's easier to treat. #ClearOnCancer #HelpUsHelpYou https://t.co/PBUWvKAtRW",2024-02-03T15:48:40.000Z,,,,,en
1754724883479597313,932405685941256192,AljawfyA,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-06T04:33:08.000Z,,,,,en
1754722746205167815,4482522313,atcapistrano,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-06T04:24:38.000Z,,,,,en
1754704331461337333,1739382087545663488,Rx_Medics,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-06T03:11:28.000Z,,,,,en
1754664931880759607,1625434064160231424,IdrisBasit4,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-06T00:34:54.000Z,,,,,en
1754663654887235651,4311803422,Adrianfenix1Ft,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-06T00:29:50.000Z,,,,,en
1754646186798014476,1626452600022343680,lvsko7,@_Hemoptysis @smupfe @marinz1nha e se fosse seria um jogo melhor,2024-02-05T23:20:25.000Z,,,,,pt
1754641584170115328,984027157818200065,koepo_,@_Hemoptysis @m1ntcigarette KKKKKK voa,2024-02-05T23:02:07.000Z,,,,,pt
1754639955463192922,1050887038780809218,pigeonGirlll,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T22:55:39.000Z,,,,,en
1754623391057719550,1425169717606690818,m1ntcigarette,"@_Hemoptysis Verdade, boa observação",2024-02-05T21:49:50.000Z,,,,,pt
1754605682806960457,1411955800961130497,rafiki035,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T20:39:28.000Z,,,,,en
1754594553489957135,195271760,EBENAdarna,"Yung dumating na DOA na massive hemoptysis, ang laki ng kinain na oras sa men 3 kanina. Isang oras tumigil yung mundo ng ER kanina. Super kawawa kami if wala yung mga utility and ER clerks namin na nagaabot ng kailangan namin na gamit.",2024-02-05T19:55:14.000Z,,,,,tl
1754570642597331112,1743491124843388928,ratr0mance,@_Hemoptysis @sshacoringa perdao por não estar cronicamente online,2024-02-05T18:20:14.000Z,,,,,pt
1754568866603094080,947736140764909569,hindmukashfi,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T18:13:10.000Z,,,,,en
1754562385493336103,1683514135739342851,wekndsza,@ratr0mance @_Hemoptysis @sshacoringa 5 pessoas dodói e vc que n sabe da existência disso é dodói KKKKKKKK esse povo se faz.,2024-02-05T17:47:25.000Z,,,,,pt
1754557508297875902,2416566847,DoctorsOverseas,"Pulm AV malformation - Abn. connection, pulmonary arteries &amp; veins; s/s: hypoxemia, dyspnea (MC), hemoptysis, cyanosis, clubbing, murmur, chest pain, migraines, hereditary hemorrhagic telangiectasia; Dx: transthoracic contrast echo for R to L shunt, CTA chest; Rx: IR embolization https://t.co/mpSOJQfFFz",2024-02-05T17:28:02.000Z,,,,,en
1754557462407983547,2416566847,DoctorsOverseas,"Pulm AV malformation - Abn. connection, pulmonary arteries &amp; veins; s/s: hypoxemia, dyspnea (MC), hemoptysis, cyanosis, clubbing, murmur, chest pain, migraines, hereditary hemorrhagic telangiectasia; Dx: transthoracic contrast echo for R to L shunt, CTA chest; Rx: IR embolization https://t.co/sjrnAozlLZ",2024-02-05T17:27:51.000Z,,,,,en
1754550583086760148,1743491124843388928,ratr0mance,@_Hemoptysis @sshacoringa agora eu sou obrigado a saber q esse texto nojento é uma copypasta?,2024-02-05T17:00:31.000Z,,,,,pt
1754548208838078663,1749630186746740737,FabianaCce6582,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T16:51:05.000Z,,,,,en
1754541495258841517,1441225963,mahalons,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T16:24:24.000Z,,,,,en
1754541345266336235,596950058,NanaWastiky,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T16:23:49.000Z,,,,,en
1754522689933578489,1754132001249202176,MRAradiology,"RT @USMLEStepStudy: Pulm AV malformation - Abn. connection, pulmonary arteries &amp; veins; s/s: hypoxemia, dyspnea (MC), hemoptysis, cyanosis,…",2024-02-05T15:09:41.000Z,,,,,en
1754506015817498630,1268343830887174147,Richard03945215,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T14:03:25.000Z,,,,,en
1754504167236813076,529475025,YvanEspejoA,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T13:56:05.000Z,,,,,en
1754501529867055477,1505223254599864322,mmzava62,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T13:45:36.000Z,,,,,en
1754485583601156444,1555083829911511041,s_mamta99,"RT @USMLEStepStudy: Pulm AV malformation - Abn. connection, pulmonary arteries &amp; veins; s/s: hypoxemia, dyspnea (MC), hemoptysis, cyanosis,…",2024-02-05T12:42:14.000Z,,,,,en
1754481635415015576,1726860712776278016,Bhavik_Prabhas,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T12:26:33.000Z,,,,,en
1754478446112391471,799289039039959041,ddl_vids,@_Hemoptysis @Floofdr0p ✨ Hi @_Hemoptysis ✅ Done!👉🏼 https://t.co/HC1F4Lnn4t,2024-02-05T12:13:52.000Z,,,,,en
1754477392062484773,1707212829680349184,BruhBruhBrooke,@_Hemoptysis @vaitifude9 ⊂⁠(⁠・⁠▽⁠・⁠⊂⁠) https://t.co/fCEQ178IJf,2024-02-05T12:09:41.000Z,,,,,und
1754477097156739255,1557246975883579392,AmuguneBilly,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T12:08:31.000Z,,,,,en
1754474773684375730,1707212829680349184,BruhBruhBrooke,@_Hemoptysis @vaitifude9 gostou da minha arte?😻,2024-02-05T11:59:17.000Z,,,,,pt
1754455666255954242,1719753206924705799,HealthQuoClinic,30 years old with history of alcohol and Drug Abuse.📌 Chronic Cough. 📌 Hemoptysis.📌 What is the #Diagnosis? From:@IhabFathiSulima #MedTwitter #MedX https://t.co/dY0YwR3nu8,2024-02-05T10:43:21.000Z,,,,,en
1754447288859312392,799289039039959041,ddl_vids,@_Hemoptysis @ThallysonGabr18 @Quecaell ✨ Hi @_Hemoptysis ✅ I have this!👊 https://t.co/7ertrLsXKe,2024-02-05T10:10:04.000Z,,,,,en
1754447036471189752,1245008625120227334,docsumi,RT @IhabFathiSulima: 30 years old with history of alcohol and Drug Abuse. Chronic Cough. Hemoptysis. What is the diagnosis? https://t.co/7t…,2024-02-05T10:09:04.000Z,,,,,en
